,Location,Name,Phone 1,Address 1,City,State,ZIP Code,Software,Zone,OS Version
496,MLH119,Lincoln 63,212-586-1660,1886-1896 broadway,New York,New York,10023,Ultra,West of Central Park,
497,MLH150,King 67 LLC,212-712-1710,150 amsterdam avenue,New York,New York,10023,Ultra,West of Central Park,
498,MLH155,Hanover Parking,212-509-3482,7 hanover square (entrance on pearl street),New York,New York,10004,Ultra,Lower Manhattan,
499,MLH161,Premier Parking LLC,212-308-9248,203 east 61st street,New York,New York,10021,Ultra,East of Central Park,
500,MLH170,Efficient Parking,212-741-9410,170 west 23rd street,New York,New York,10011,Ultra,Lower Manhattan,
501,MLH200,Rector West,212-786-4796,200 rector place (entrance on w thames street),New York,New York,10280,Ultra,Lower Manhattan,
502,MLH220,220 Riverside Parking,212-501-0016,220 riverside blvd.,New York,New York,10023,Ultra,West of Central Park,
503,MLH233,Barclay Street Parking,212-732-2943,233 broadway,New York,New York,10007,Ultra,Lower Manhattan,
504,MLH240,240 Riverside Parking,212-362-6273,240 riverside blvd.,New York,New York,10023,Ultra,West of Central Park,
505,MLH245,245 East 19th Street,212-228-7973,245 east 19th street,New York,New York,10003,Ultra,Lower Manhattan,
506,MLH256,Innovative Parking Corp.,212-883-1265,301-311 east 40th street,New York,New York,10016,Ultra,Midtown East,
507,MLH257,Realpro Parking,212-599-8670,330 east 39th street,New York,New York,10016,Ultra,Midtown East,
508,MLH258,245 E 40th St. Parking LLC,212-599-9485,747-59 2nd avenue,New York,New York,10016,Ultra,Midtown East,
509,MLH260,Reliant Parking Corp.,212-874-9934,225 west 83rd street,New York,New York,10024,Ultra,West of Central Park,
510,MLH300,Greenlux Parking,212-786-4982,300 north end avenue,New York,New York,10282,Ultra,Lower Manhattan,
511,MLH330,Columbus Circle,212-245-9634,330 west 58th street,New York,New York,10019,Ultra,Midtown West,
512,MLH350,MHM Parking LLC,212-599-9807,560 3rd avenue,New York,New York,10016,Ultra,Midtown East,
513,MLH370,Noble Parking LLC,212-599-9762,310 east 40th street,New York,New York,10016,Ultra,Midtown East,
514,MLH375,375 HUD Parking,212-691-2414,375 hudson street,New York,New York,10014,Ultra,Lower Manhattan,
515,MLH435,Effective Parking,212-664-8849,435 west 57th street,New York,New York,10019,Ultra,Midtown West,
516,MLH501,Broadway Garage,212-974-6147,225-251 west 56th street,New York,New York,10019,Ultra,Midtown West,
517,MLH505,QP 808 Garage,212-866-2288,808 columbus avenue,New York,New York,10025,Ultra,West of Central Park,
518,MLH506,QP West 42nd St,212-564-0410,600 west 42nd street,New York,New York,10036,Ultra,Midtown West,
519,MLH507,QP 1133 Garage,212-398-0464,1133 6th avenue,New York,New York,10036,Ultra,Midtown West,
520,MLH511,QuikPark West 12th St,646-336-6225,175-179 west 12th street,New York,New York,10011,Ultra,Lower Manhattan,
521,MLH513,QP 50 West 93,212-663-8597,50 west 93rd street,New York,New York,10025,Ultra,West of Central Park,
522,MLH515,QP 70 West 93rd Street,212-866-8978,70 west 93rd street,New York,New York,10025,Ultra,West of Central Park,
523,MLH516,QP East 73rd st,212-452-1324,524 east 73rd street,New York,New York,10018,Ultra,East of Central Park,
524,MLH517,Hudson River Garage LLC #2,212-362-0161,200 riverside blvd,New York,New York,10069,Ultra,West of Central Park,
525,MLH522,West 23th St Garage LLC,212-352-0514,435 west 23rd street,New York,New York,10011,Ultra,Lower Manhattan,
526,MLH523,CRL/RL West 58th,212-977-7422,116 central park south,New York,New York,10019,Ultra,Midtown West,
527,MLH524,QP Central Park,212-969-1863,1880 broadway,New York,New York,10023,Ultra,West of Central Park,
528,MLH525,QuikPark 86th St,212-650-9677,444 east 86th street,New York,New York,10028,Ultra,East of Central Park,
529,MLH527,QK East 67th,212-535-2244,400 east 67th street,New York,New York,10021,Ultra,East of Central Park,
530,MLH529,QP 801 Garage,212-222-3289,801 amsterdam avenue,New York,New York,10025,Ultra,West of Central Park,
531,MLH530,Garden Lots LLC,212-564-2627,125 west 31st street,New York,New York,10001,Ultra,Midtown West,
532,MLH531,Garden Garage LLC,212-947-5808,253-255 west 29th street,New York,New York,10001,Ultra,Midtown West,
533,MLH532,Garden Garage 8th Ave,212-947-5805,384-386 8th avenue,New York,New York,10001,Ultra,Midtown West,
534,MLH533,Regent Garage Corp.,212-349-2299,38 bowery street,New York,New York,10013,Ultra,Lower Manhattan,
535,MLH534,Quik Park West 22nd St,212-741-7371,235 west 22nd street,New York,New York,10011,Ultra,Lower Manhattan,
536,MLH535,QP E 36th LLP,212-481-2871,221 east 36th street,New York,New York,10016,Ultra,Midtown East,
537,MLH537,Chesapeake Garage Corp.,212-650-1854,401 east 80th street,New York,New York,10021,Ultra,East of Central Park,
538,MLH539,East 82nd Street Garage LLC,212-988-9099,350 east 82nd street,New York,New York,10028,Ultra,East of Central Park,
539,MLH540,QP West 41st St,212-868-3107,601 west 41st street,New York,New York,10036,Ultra,Midtown West,
540,MLH541,Quik Park Berry LLC,718-388-3406,197 berry street,Brooklyn,New York,11211,Ultra,Brooklyn,
541,MLH542,QP SCH Garage,718-852-6294,236 livingston street (entrance on schermerhorn),Brooklyn,New York,11217,Ultra,Brooklyn,
542,MLH543,QP Cooper,212-289-9905,301-329 east 86th street,New York,New York,10028,Ultra,East of Central Park,
543,MLH545,QP East 88th St,212-427-4893,160 east 88th street,New York,New York,10128,Ultra,East of Central Park,
544,MLH547,York Avenue Garage Corp.,212-396-2794,401 east 70th street,New York,New York,10021,Ultra,East of Central Park,
545,MLH548,Southern Garage Corp.,212-514-8630,1 new york plaza,New York,New York,10004,Ultra,Lower Manhattan,
546,MLH550,Water St,212-785-0940,95 wall street,New York,New York,10005,Ultra,Lower Manhattan,
547,MLH551,QP Bleeker St,212-929-4542,350 bleecker street,New York,New York,10014,Ultra,Lower Manhattan,
548,MLH552,Top of the Line Garage,212-586-0665,1601 broadway,New York,New York,10036,Ultra,Midtown West,
549,MLH553,QP 390 Garage,212-688-3231,390 park avenue,New York,New York,10022,Ultra,Midtown East,
550,MLH555,QP 485 Garage,212-682-1712,485 lexington avenue,New York,New York,10172,Ultra,Midtown East,
551,MLH556,QP East 102nd Street,212-348-2174,315 east 102nd street,New York,New York,10029,Ultra,East of Central Park,
552,MLH557,Standard Garage Corp.,212-661-7493,101 park avenue,New York,New York,10017,Ultra,Midtown East,
553,MLH558,Quik Park Crescent LLC,718-433-2433,43-08 crescent street,Long Island City,New York,11101,Ultra,Queens,
554,MLH561,Quik Park Libby 2,212-355-8819,300-04 east 48th street,New York,New York,10017,Ultra,Midtown East,
555,MLH562,QP Morton LLC,212-255-5855,100 morton street,New York,New York,10014,Ultra,Lower Manhattan,
556,MLH564,QuikPark 65th St,212-472-7906,403 east 65th street,New York,New York,10065,Ultra,East of Central Park,
557,MLH565,Swift Garage Corp.,212-754-4231,140 east 56th street,New York,New York,10022,Ultra,Midtown East,
558,MLH567,Alexa QP LLC,212-682-0712,110 east 42nd street,New York,New York,10017,Ultra,Midtown East,
559,MLH568,QP Truffles LLC,212-244-1241,312 west 34th street,New York,New York,10001,Ultra,Midtown West,
560,MLH569,Quik Park East 79 Garage LLC,212-988-3311,435 east 79th street,New York,New York,10075,Ultra,East of Central Park,
561,MLH570,Quik Park 3rd Avenue LLC,212-628-4512,1142 3rd avenue,New York,New York,10065,Ultra,East of Central Park,
562,MLH573,Quik Park Gem Garage LLC,212-302-2255,44 west 47th street,New York,New York,10036,Ultra,Midtown West,
563,MLH575,575 Lex Garage,212-888-3422,575 lexington avenue,New York,New York,10022,Ultra,Midtown East,
564,MLH577,Quik Park 94th Street LLC,212-722-2242,1829 1st avenue,New York,New York,10128,Ultra,East of Central Park,
565,MLH578,Quik Park Hudson VI LLC,212-247-9899,40 riverside blvd.,New York,New York,10069,Ultra,West of Central Park,
566,MLH579,Quik Park Ely Garage,718-858-8722,81 fleet place,Brooklyn,New York,11201,Ultra,Brooklyn,
567,MLH585,Quik Park Ely Garage II LLC,718-852-0220,180 myrtle avenue,Brooklyn,New York,11201,Ultra,Brooklyn,
568,MLH586,Quik Park 365 Management LLC,718-422-0450,365 bond street,Brooklyn,New York,11231,Ultra,Brooklyn,
569,MLH600,LIC,718-440-3408,45-45 center boulevard,Long Island City,New York,11101,Ultra,Queens,
570,MLH610,Soho Village,212-253-2129,610 broadway,New York,New York,10003,Ultra,Lower Manhattan,
571,MLH666,Modern Garage,212-581-1154,666 5th avenue,New York,New York,10019,Ultra,Midtown West,
572,MLH700,Alva 47 Parking,212-262-9778,257-259 west 47th street,New York,New York,10036,Ultra,Midtown West,
573,MLH701,Aspen 36 Parking,212-245-4522,60 riverside blvd,New York,New York,10069,Ultra,West of Central Park,
574,MLH702,Supreme 85 Parking,718-694-2060,85 livingston street,Brooklyn,New York,11201,Ultra,Brooklyn,
575,MLH703,14 & 8th Ave,212-807-8125,85 8th avenue,New York,New York,10011,Ultra,Lower Manhattan,
576,MLH704,18 & Third,212-473-9869,201 east 17th street,New York,New York,10003,Ultra,Lower Manhattan,
577,MLH705,23rd Street,212-674-2918,318-322 east 23rd street,New York,New York,10010,Ultra,Midtown East,
578,MLH706,Amber,212-674-9706,101 east 13th street,New York,New York,10003,Ultra,Lower Manhattan,
579,MLH707,205 Third,212-674-9645,205 3rd avenue,New York,New York,10003,Ultra,Lower Manhattan,
580,MLH710,Consolidated Parking,212-475-9159,146-154 3rd avenue,New York,New York,10003,Ultra,Lower Manhattan,
581,MLH711,Amsterdam Garage,212-874-8983,621 amsterdam ave,New York,New York,10024,Ultra,West of Central Park,
582,MLH713,165 West 66th St,212-874-9508,165 west 66th street,New York,New York,10023,Ultra,West of Central Park,
583,MLH714,64th West End Parking,212-874-9828,110 west end avenue,New York,New York,10023,Ultra,West of Central Park,
584,MLH716,Convenient Parking,212-864-8901,215 west 95th street,New York,New York,10025,Ultra,West of Central Park,
585,MLH717,Kensington Enterprises,212-864-9557,50 west 97th street,New York,New York,10025,Ultra,West of Central Park,
586,MLH721,Universal Parking,212-242-9218,55 west 14th street,New York,New York,10011,Ultra,Lower Manhattan,
587,MLH722,Creative Parking LLC,212-242-9635,16 west 16th street,New York,New York,10011,Ultra,Lower Manhattan,
588,MLH723,JDS,212-564-9152,561 tenth avenue,New York,New York,10036,Ultra,Midtown West,
589,MLH725,Proud Parking,212-674-9002,5 east 22nd street,New York,New York,10010,Ultra,Lower Manhattan,
590,MLH726,333 East 46th Street,212-490-0340,333 east 46th street,New York,New York,10017,Ultra,Midtown East,
591,MLH727,54 & 2nd Parking,212-486-0387,300 east 55th street,New York,New York,10022,Ultra,Midtown East,
592,MLH728,Murray 38 Parking,212-599-9140,155 east 38th street,New York,New York,10016,Ultra,Midtown East,
593,MLH734,Varick Street,212-925-9297,114-122 varick street,New York,New York,10013,Ultra,Lower Manhattan,
594,MLH737,Pearl Parking,212-962-8374,18-24 cliff street,New York,New York,10038,Ultra,Lower Manhattan,
595,MLH738,1056 5th Avenue,212-534-9437,1056 5th avenue,New York,New York,10028,Ultra,East of Central Park,
596,MLH740,Capitol Parking,212-308-8177,166 east 63rd street,New York,New York,10021,Ultra,East of Central Park,
597,MLH742,East 105th St,212-534-7619,156-158 east 105th street,New York,New York,10029,Ultra,East of Central Park,
598,MLH744,Gallant Parking LLC,212-289-9760,182 east 95th street,New York,New York,10028,Ultra,East of Central Park,
599,MLH745,Granite Parking LLC,212-650-1930,302-312 east 70th street,New York,New York,10021,Ultra,East of Central Park,
600,MLH746,Integrity Parking LLC,212-650-9416,315 east 72nd street,New York,New York,10021,Ultra,East of Central Park,
601,MLH747,Merit Parking,212-722-9498,12-14 east 107th street,New York,New York,10029,Ultra,East of Central Park,
602,MLH748,Royal 89 Parking,646-672-0080,200-210 east 89th street,New York,New York,10128,Ultra,East of Central Park,
603,MLH749,Superior Parking,212-744-9762,515 east 79th street,New York,New York,10021,Ultra,East of Central Park,
604,MLH751,Renaissance Parking,973-643-3023,111 mulberry street,Newark,New Jersey,07102,Ultra,New Jersey,
605,MLH752,Seaport - Gold-,212-964-5250,80 beekman street,New York,New York,10038,Ultra,Lower Manhattan,
606,MLH753,Seaport - Pearl -,212-227-2215,80 beekman street,New York,New York,10038,Ultra,Lower Manhattan,
607,MLH754,Wall Park 45 LLC,212-825-0700,45 wall street,New York,New York,10005,Ultra,Lower Manhattan,
608,MLH755,Access 37 Parking LLC,212-564-7573,404 west 37th street,New York,New York,10001,Ultra,Midtown West,
609,MLH757,Scarlet 53 Parking,212-223-0871,211 east 53rd street,New York,New York,10022,Ultra,Midtown East,
610,MLH758,Penn Parking,212-643-7406,1 penn plaza,New York,New York,10001,Ultra,Midtown West,
611,MLH759,Laight Street,212-226-1505,92 laight street,New York,New York,10013,Ultra,Lower Manhattan,
612,MLH761,Beaver Street,212-785-9733,15 william street,New York,New York,10005,Ultra,Lower Manhattan,
613,MLH762,Statue Parking LLC,212-571-0538,20 river terrace,New York,New York,10282,Ultra,Lower Manhattan,
614,MLH763,Montague Parking LLC,718-237-0800,180 montague street,Brooklyn,New York,11201,Ultra,Brooklyn,
615,MLH764,93rd Street Parking LLC,212-866-1400,100 west 93rd street,New York,New York,10025,Ultra,West of Central Park,
616,MLH765,Whitney 90 Parking LLC,212-369-6003,200 east 90th street,New York,New York,10128,Ultra,East of Central Park,
617,MLH766,Fulton Lawrence LLC,718-246-7828,111 lawrence street,Brooklyn,New York,11201,Ultra,Brooklyn,
618,MLH767,58th & 7th Parking LLC,212-315-1313,157 west 57th street,New York,New York,10019,Ultra,Midtown West,
619,MLH770,101 West Parking Corp.,212-874-8021,101 west end avenue,New York,New York,10023,Ultra,West of Central Park,
620,MLH772,Heights 183 Parking LLC,212-923-9102,2479 amsterdam avenue,New York,New York,10033,Ultra,Uptown Manhattan,
621,MLH774,Columbus 95 Parking LLC,212-678-1554,730 columbus avenue,New York,New York,10025,Ultra,West of Central Park,
622,MLH777,East Village Parking LLC,212-677-7120,22 east 1st street,New York,New York,10003,Ultra,Lower Manhattan,
623,MLH778,Chelsea 29 Parking LLC,212-967-6800,525 west 28th street,New York,New York,10001,Ultra,Midtown West,
624,MLH779,250 W. 50th Parking LLC,212-757-1498,250 west 50th street,New York,New York,10019,Ultra,Midtown West,
625,MLH780,Bowery First Parking LLC,646-602-9723,11 east 1st street,New York,New York,10003,Ultra,Lower Manhattan,
626,MLH781,Brooklyn Metro Parking LLC,718-858-8011,100 willoughby street,Brooklyn,New York,11201,Ultra,Brooklyn,
627,MLH782,Belltel 365 Parking LLC,718-643-1385,101 willoughby street,Brooklyn,New York,11201,Ultra,Brooklyn,
628,MLH783,Lenox 65 Parking LLC,347-637-0479,1189-1199 1st avenue,New York,New York,10065,Ultra,East of Central Park,
629,MLH784,Parkside Garage LLC,718-703-1238,125 parkside avenue,Brooklyn,New York,11226,Ultra,Brooklyn,
630,MLH785,21st and 11th Parking LLC,212-645-2374,551 west 21st street,New York,New York,10011,Ultra,Midtown West,
631,MLH786,Smith & Livingston Parking LLC - Lot,718-222-1706,22 smith street,Brooklyn,New York,11201,Ultra,Brooklyn,
632,MLH787,Smith & Livingston Parking LLC - Garage,718-643-6983,141 livingston street,Brooklyn,New York,11201,Ultra,Brooklyn,
633,MLH789,58 W 58 Parking LLC,212-686-9800,58 west 58th street,New York,New York,10019,Ultra,Midtown West,
634,MLH790,Two Two Two 58 Garage LLC,212-686-9800,222 east 58th street,New York,New York,10022,Ultra,Midtown East,
635,MLH791,Ft. Greene & Gold Garage LLC,718-834-6090,343 gold street,Brooklyn,New York,11201,Ultra,Brooklyn,
636,MLH792,Cooper & 9th Parking LLC,212-995-1940,70 east 10th street,New York,New York,10003,Ultra,Lower Manhattan,
637,MLH793,Castle Garage LLC,212-951-4800,135-165 east 31st street,New York,New York,10016,Ultra,Midtown East,
638,MLH794,Queens LIC Parking LLC,347-915-7340,30-02 39th avenue,Long Island City,New York,11101,Ultra,Queens,
639,MLH796,Herald Square Parking LLC,212-564-7948,841 sixth avenue,New York,New York,10001,Ultra,Midtown West,
640,MLH797,Discover 97,212-678-5456,750 columbus avenue,New York,New York,10024,Ultra,West of Central Park,
641,MLH798,Key Parking,212-253-2502,111-115 east 9th street,New York,New York,10003,Ultra,Lower Manhattan,
642,MLH799,York & 90th Parking LLC,212-289-9873,1731-1737 york avenue,New York,New York,10128,Ultra,East of Central Park,
643,MLH800,Riverside Center Parking LLC,212-757-7908,1 west end ave.,New York,New York,10019,Ultra,West of Central Park,
644,MLH801,Hoyt & Schermerhorn Parking LLC,718-643-1023,197 schermerhorn st.,Brooklyn,New York,11201,Ultra,Brooklyn,
645,MLH810,Matinee 52 LLC,212-247-4372,810 7th avenue,New York,New York,10019,Ultra,Midtown West,
646,MLH888,Maestro,212-586-3665,201 west 56th street,New York,New York,10019,Ultra,Midtown West,
647,MLH900,High Rise Parking LLC,212-362-7622,200-210 west 71st street,New York,New York,10023,Ultra,West of Central Park,
648,MLH911,9-11 Park LLC,212-725-5081,9-11 park avenue,New York,New York,10016,Ultra,Midtown East,
649,MNH001,Boro Corp.,718-855-5104,40 clinton street,Brooklyn,New York,11111,Plus,Brooklyn,
650,MNH002,Sky Parking Corp.,212-608-3060,121 reade street,New York,New York,10013,Ultra,Lower Manhattan,
651,MNH007,Manhattan Parking East 34th St.,212-686-2508,333 east 34th street,New York,New York,10016,Ultra,Midtown East,
652,MNH008,West 25th Street Corp.,212-255-3440,25-39 west 25th street,New York,New York,11111,Ultra,Midtown West,
653,MNH009,East 79th St Corp.,212-535-2309,239 east 79th street,New York,New York,10075,Ultra,East of Central Park,
654,MNH012,Lardon 1350 LLC,718-852-6578,395 flatbush avenue ext.,Brooklyn,New York,11238,Ultra,Brooklyn,
655,MNH015,MP Together,718-852-0561,205 state street,Brooklyn,New York,11201,Plus,Brooklyn,
656,MNH020,Gramercy Corp.,212-674-0013,32 gramercy park,New York,New York,10003,Ultra,Lower Manhattan,
657,MNH022,MP Jay LLC,718-855-2851,100 jay street,Brooklyn,New York,11201,Ultra,Brooklyn,
658,MNH023,MP Woodhull LLC,718-625-2691,100 north portland avenue,Brooklyn,New York,11206,Ultra,Brooklyn,
659,MNH024,MP 53 LLC,212-230-1413,250 east 53rd street,New York,New York,10022,Ultra,Midtown East,
660,MNH027,MP Queens LLC,718-380-2195,82-68 164th street,Jamaica,New York,11432,Ultra,Queens,
661,MNH028,MP West 12 LLC,212-255-4590,400 west 12th street,New York,New York,10014,Ultra,Lower Manhattan,
662,MNH030,ML 16 LLC,212-414-8581,100 west 26th street,New York,New York,10011,Ultra,Midtown West,
663,MNH033,MP 80 DeKalb Garage LLC,,80 dekalb avenue,Brooklyn,New York,11201,,Brooklyn,
664,MNH034,MP 34 Tribeca LLC,,450 washington street,New York,New York,10013,Ultra,Lower Manhattan,
665,MNH035,MP Heights Parking LLC,,107 columbia heights,Brooklyn,New York,11201,Ultra,Brooklyn,
666,MNH046,West 45 Street Corp,212-768-1502,120 west 45th street,New York,New York,10019,Ultra,Midtown West,
667,MNH048,East 48th Street Corp.,212-593-3714,141-151 east 48th street,New York,New York,10017,Ultra,Midtown East,
668,MNH049,MP West 29 LLC,212-490-3474,529 west 29th street,New York,New York,10001,Ultra,Midtown West,
669,MNH054,Gold Corp.,212-750-5627,220 east 54th street,New York,New York,10022,Ultra,Midtown East,
670,MNH056,S.P.J Parking Corp.,212-223-0458,201 east 56th street,New York,New York,10022,Ultra,Midtown East,
671,MNH057,"Manhattan Enterprises, Inc.",212-593-5219,575 madison avenue,New York,New York,10022,Ultra,Midtown East,
672,MNH058,MP West 52 LLC,,888 8th avenue,New York,New York,10019,Ultra,Midtown West,
673,MNH065,Pronto Parking Corp.,212-734-0356,169 east 65th street,New York,New York,10031,Ultra,East of Central Park,
674,MNH070,MP Battery 70 LLC,,70 little west street,New York,New York,10004,Ultra,Lower Manhattan,
675,MNH071,Manhattan Parking,212-452-2364,517 east 71st street,New York,New York,10021,Ultra,East of Central Park,
676,MNH073,Manhattan Equities Garage,212-249-1947,923 5th avenue,New York,New York,10021,Ultra,East of Central Park,
677,MNH079,Champion Parking East 79th St.,212-737-6930,505 east 79th street,New York,New York,10022,Ultra,Midtown East,
678,MNH080,80th Street Parking Corp.,212-988-0629,525 east 80th street,New York,New York,10021,Ultra,East of Central Park,
679,MNH087,MP East 87th LLC,,55 wythe avenue,Brooklyn,New York,11249,Ultra,Brooklyn,
680,MNH093,MP 93 LLC,212-722-3826,340 east 93rd street,New York,New York,10128,Ultra,East of Central Park,
681,MNH098,MP 98-41 LLC,718-997-0630,98-41 queens blvd,Queens,New York,11374,Plus,Queens,
682,MNH099,MP 99 LLC,212-828-5282,1559 lexington avenue,New York,New York,10029,Ultra,East of Central Park,
683,MNH101,Poo Parking Corp.,718-583-4230,1752 morris avenue,Bronx,New York,10457,Ultra,Bronx,
684,MNH102,RELIABLE PARKING CORP.,718-538-6017,299 east mount eden avenue,Bronx,New York,10457,Plus,Bronx,
685,MNH105,Reliable - Lot C,646-739-5146,1208 fulton street,Bronx,New York,10456,Plus,Bronx,
686,MNH106,MP Pearl LLC,,2510 westchester avenue,Bronx,New York,10461,Ultra,Bronx,
687,MNH107,Uptown LLC,212-876-7420,1295 5th avenue,New York,New York,10029,Ultra,East of Central Park,
688,MNH108,MP Apex LLC,212 490 3460,108-40 horace harding expy,Queens,New York,11375,Plus,Queens,
689,MNH110,Manhattan Parking 110 LLC,212-222-7813,543 west 110th street,New York,New York,10025,Ultra,West of Central Park,
690,MNH112,MP 19 India Fee LLC,,19 india street,Brooklyn,New York,11222,Ultra,Brooklyn,
691,MNH126,MP 126 LLC,,163 east 125th street,New York,New York,10035,Ultra,Uptown Manhattan,
692,MNH133,MP Uptown,212-281-0698,3333 broadway,New York,New York,10031,Ultra,Uptown Manhattan,
693,MNH137,UPTOWN PARKING CORP.,212-939-8615,506 lenox avenue,New York,New York,10037,Ultra,Uptown Manhattan,
694,MNH142,Metropolitan Storage,718 579-4030,545 east 142nd street,Bronx,New York,10454,Plus,Bronx,
695,MNH145,575 Lardon LLC,212-368-8441,300 west 145th street,New York,New York,10039,Ultra,Uptown Manhattan,
696,MNH146,Uptown Parking Corp.,212-490-3460,1721-1735 amsterdam avenue,New York,New York,10031,Ultra,Uptown Manhattan,
697,MNH155,MP Westy LLC,347-261-6725,280 west 155th street,New York,New York,10039,Ultra,Uptown Manhattan,
698,MNH165,Concourse Executive Parking,718-538-6083,1020 grand concourse,Bronx,New York,10451,Ultra,Bronx,
699,MNH166,MP Park Associates LLC,,810 river avenue,Bronx,New York,10451,Ultra,Bronx,
700,MNH169,Reliable Parking Corp.,718-293-2593,585 east 169th street,Bronx,New York,10456,Plus,Bronx,
701,MNH173,"POO PARKING CORP,",718-583-4180,1650 selwyn avenue,Bronx,New York,10457,Plus,Bronx,
702,MNH185,MP Water,718-684-2802,1250 water place,Bronx,New York,10461,Plus,Bronx,
703,MNH187,Valentine Parking,718-365-2480,250 east 187th street,Bronx,New York,10458,Plus,Bronx,
704,MNH188,GEM PARKING CORP.,718-933-2531,260 east 188th street,Bronx,New York,10458,Ultra,Bronx,
705,MNH189,Metropolitan Storage,718-960-2218,1225 gerard avenue,Bronx,New York,10452,B&W,Bronx,
706,MNH202,MP 1521,,299 magnolia avenue,Jersey City,New Jersey,07306,Plus,New Jersey,
707,MNH280,MP South Cove LLC,,70 battery,New York,New York,10280,Ultra,Lower Manhattan,
708,MNH303,MP 2026 LLC,,2026 westchester avenue,Bronx,New York,10462,Ultra,Bronx,
709,MNH304,MP 2020 LLC,,2020-2030 boston road,Bronx,New York,10468,Ultra,Bronx,
710,MNH305,MP Flushing 41,,133-45 41st avenue,Flushing,New York,11355,Ultra,Queens,
711,MNH333,MP East 29 LLC,,333 east 29th street,New York,New York,10016,Ultra,Midtown East,
712,MNH350,MP Hunter 50 LLC,718-433-1420,1-50 50th avenue,Long Island City,New York,11101,Ultra,Queens,
713,MNH351,MP Flushing Drive LLC,718-888-1057,40-28 college point blvd.,Flushing,New York,11354,Ultra,Queens,
714,MNH352,Manhattan Parking Queens LLC,,82-68 164th street,Jamaica,New York,11432,Ultra,Queens,
715,MNH354,MP West 58th LLC,,400 west 59th street,New York,New York,10019,Ultra,Midtown West,
716,MNH355,MP 425 East LLC,,425 east 79th street,New York,New York,10075,Ultra,Midtown East,
717,MNH444,MP 26 East LLC,,444 second avenue,New York,New York,10010,Ultra,Midtown East,
718,MNH479,MP East 28 LLC,,479-493 1st avenue,New York,New York,10016,Ultra,Midtown East,
719,MNH815,MP West 54 LLC,,815 10th avenue,New York,New York,10019,Ultra,Midtown West,
720,MNH900,MP Flushing 7 LLC,718-886-3896,40-28 college point blvd.,Flushing,New York,11354,Ultra,Queens,
721,MPK???,Insufficient Info. to Identify Location,,please identify location,,,,,Not a garage,
722,MPK010,Internal Operations,718-786-6988,2704 41st avenue,Long Island City,New York,11101,,Not a garage,
725,MPK998,Testing Location,TEST,2810 queens plaza south,Long Island City,New York,11101,,Not a garage,
726,MTP030,30 Operating LLC,,320 west 30th street,New York,New York,10001,Ultra,Midtown West,
727,MTP047,MTP,718-729-3615,31-00 47th avenue,Long Island City,New York,11101,Ultra,Queens,
728,MTP049,LIC Operating 49 LLC,718-786-3043,47-20 30th place,Long Island City,New York,11101,Ultra,Queens,
729,MTP057,"MTP 57, LLC",212-247-0700,601 west 57th street,New York,New York,10019,Ultra,Midtown West,
730,MTP089,MTP Operating Corp,212-431-7778,89-93 chrystie street,New York,New York,10002,Ultra,Lower Manhattan,
731,OPI001,Gotham,718-392-0796,28-10 queens plaza south,Long Island City,New York,11101,Ultra,Queens,
732,OPI003,One Parking,202-393-0643,1420 new york avenue,Washington,DC,20005,Ultra,Washington DC and Vicinity,
733,OPI006,"One Parking 709, Inc.",718-707-0010,28-30 jackson avenue,Long Island City,New York,11101,Ultra,Queens,
734,OPI501,One Parking 1900,202-223-0156,1900 k street nw,Washington,DC,20006,Ultra,Washington DC and Vicinity,
735,OPI503,One Parking,202-870-4723,2000 k street,Washington,DC,20001,Ultra,Washington DC and Vicinity,
736,OPI504,One Parking Inc.,202-347-7932,1000 f street,Washington,DC,20004,Ultra,Washington DC and Vicinity,
737,OPI505,One Parking Inc.,,1255 23rd street nw,Washingon,DC,20037,Ultra,Washington DC and Vicinity,
738,OPI506,One Parking Inc - 1875 K,,1875 k street nw,Washington,DC,20006,Ultra,Washington DC and Vicinity,
739,OPI900,One Parking 1250 I Street Inc.,202-750-7764,1250 i street nw,Washington,DC,20005,Ultra,Washington DC and Vicinity,
740,OPI901,One Parking 300 Inc.,,300 12th street sw,Washington,DC,20024,Ultra,Washington DC and Vicinity,
741,PAI001,Penn Center - West,215-564-3707,20th and commerce,Philadelphia,Pennsylvania,19103,Ultra,Philly and Vicinity,
742,PAI002,Penn Center - East,215-564-9225,1900 j.f.k. blvd.,Philadelphia,Pennsylvania,19103,Ultra,Philly and Vicinity,
743,PAT001,Sterling Garage,215-405-0790,1815 jfk blvd. (entrance on commerce street),Philadelphia,Pennsylvania,19103,Ultra,Philly and Vicinity,
744,PAT002,Sansom,215-599-3000,2101 sansom street,Philadelphia,Pennsylvania,19103,Ultra,Philly and Vicinity,
745,PJI001,Parker Jewish Institute,718-289-2177,271-11 76th avenue,New Hyde Park,New York,11040,Ultra,Queens,
746,PMI001,1620 Eye Street NW,,1620 eye street nw,Washington,DC,20006,Ultra,Washington DC and Vicinity,
747,PMI002,1156 15th Street,,1156 15th street nw,Washington,DC,20005,Ultra,Washington DC and Vicinity,
748,PMI003,1101 15th Street,,1101 15th street nw,Washington,DC,20005,Ultra,Washington DC and Vicinity,
749,PMI900,PMI 1120 19th Street,,1120 19th street nw,Washington,DC,20036,Ticketech Mobile,Washington DC and Vicinity,
