DCA License Number	License Type	License Expiration Date	Business Name	Business Name 2	Address Building	Address Street Name	Secondary Address Street Name	Address City	Address State	Address ZIP	Contact Phone Number	Address Borough	Borough Code
0907146-DCA	Business	3/31/21	AIR PARK OF JFK INC.		15344	S CONDUIT AVE		JAMAICA	NY	11434	7182767000	Queens	4
1440459-DCA	Business	3/31/19	QUIK PARK PCVST GARAGE LLC		279	AVENUE C		NEW YORK	NY	10009	2126145862	Manhattan	1
1387693-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	35	E 38TH ST		NEW YORK	NY	10016	2129378660	Manhattan	1
0429690-DCA	Business	3/31/21	"MUTUAL PARKING, INC."		605	E 82ND ST		NEW YORK	NY	10028	2128887400	Manhattan	1
2068171-DCA	Business	3/31/21	F & A PARKING CORP		14238	37TH AVE		FLUSHING	NY	11354	7183992640	Queens	4
2018933-DCA	Business	3/31/17	ALLIANCE DAG PARKING LLC		240	E 47TH ST		NEW YORK	NY	10017	212-795-7275	Manhattan	1
2066878-DCA	Business	3/31/21	"UNISPHERE MANAGEMENT, LLC"		13618	41ST AVE		FLUSHING	NY	11355	7188882367	Queens	4
1423872-DCA	Business	3/31/21	PARK KWIK LLC		85	ADAMS ST		BROOKLYN	NY	11201	2129745840	Brooklyn	3
1186559-DCA	Business	3/31/11	ATLANTIC GROUP PARKING INC		1171	ATLANTIC AVE		BROOKLYN	NY	11216	7186384977	Brooklyn	3
0369373-DCA	Business	3/31/13	JO-MEG GARAGE CORP.		80	CENTRAL PARK W		NEW YORK	NY	10023	2129562280	Manhattan	1
1460710-DCA	Business	3/31/21	"WORLD TOWER PARKING GARAGE, LLC"		310	W 144TH ST		NEW YORK	NY	10030	2125643199	Manhattan	1
1237770-DCA	Business	3/31/17	"CAPABLE CAR PARK, LLC"		210	CENTRAL PARK S		NEW YORK	NY	10019	2122216111	Manhattan	1
1177951-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		250	E 67TH ST		NEW YORK	NY	10065	2125025490	Manhattan	1
1185215-DCA	Business	5/11/14	STANDARD PARKING GARAGE		9015	QUEENS BLVD		ELMHURST	NY	11373		Queens	4
1182377-DCA	Business	3/31/21	PRONTO PARKING CORP		169	E 65TH ST		NEW YORK	NY	10065	2124903460	Manhattan	1
0978280-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		5100	KINGS PLZ		BROOKLYN	NY	11234	2126296602	Brooklyn	3
1390556-DCA	Business	3/31/15	K & R PARKING CORP.		1855	E TREMONT AVE		BRONX	NY	10460	6468374721	Bronx	2
1466974-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		3739	W 12TH ST		NEW YORK	NY	10011	2125025490		
2081099-DCA	Business	3/31/21	IMPERIAL PARKING US LLC		155	W 70TH ST		NEW YORK	NY	10023	2129378660	Manhattan	1
2001299-DCA	Business	3/31/19	PV PARKING II CORP		3128	QUEENS BLVD		LONG ISLAND CITY	NY	11101	646-302-4330	Queens	4
1271797-DCA	Business	3/31/11	"C & S PARKING GARAGE, INC."		1208	FRANKLIN AVE		BRONX	NY	10456	6465336409	Bronx	2
1417129-DCA	Business	3/31/15	24 PARKING GARAGE INC		1231	WEBSTER AVE		BRONX	NY	10456	7182934872	Bronx	2
1446479-DCA	Business	3/31/21	QUIK PARK 390 GARAGE LLC		390	PARK AVE		NEW YORK	NY	10022	2128322066	Manhattan	1
2000571-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		109-27	E 58TH ST/ 110 E 59TH STREET		NEW YORK	NY	10022	2125025490	Manhattan	1
2051515-DCA	Business	3/31/21	ADD PARK INC		3213	3RD AVE		BRONX	NY	10451	7189939003	Bronx	2
0919699-DCA	Business	3/31/19	AERO PARKING CORP.	RAPID PARKING INDUSTRIES	10	E 30TH ST		NEW YORK	NY	10016	2128661000	Manhattan	1
1461267-DCA	Business	3/31/21	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	35	EAST   38 STREET		NEW YORK	NY	10016	2129378660		
2021485-DCA	Business	3/31/21	SP PLUS CORPORATION		75	PARK PL		NEW YORK	NY	10007	2123217621	Manhattan	1
2001021-DCA	Business	3/31/21	SHERMAN PARKING MANAGEMENT LLC		11	BROADWAY		BROOKLYN	NY	11249	765-276-7275	Brooklyn	3
2057793-DCA	Business	3/31/21	400 EAST 56 PARKING LLC		400	E 56TH ST		NEW YORK	NY	10022	2127522884	Manhattan	1
2082736-DCA	Business	3/31/21	"ABM INDUSTRY GROUPS, LLC"	ABM PARKING SERVICES	17	E 54TH ST		NEW YORK	NY	10022	2127576500	Manhattan	1
2003466-DCA	Business	3/31/21	QUIK PARK CPS LLC		116	CENTRAL PARK W		NEW YORK	NY	10019	2128322066	Manhattan	1
0974656-DCA	Business	3/31/21	SLOPE CAR PARK INC.		429	12TH ST		BROOKLYN	NY	11215	2122216111	Brooklyn	3
1364545-DCA	Business	3/31/21	CHAMPION PARKING 80 LLC		445	E 80TH ST		NEW YORK	NY	10075	2125358002	Manhattan	1
1257429-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), INC"		325	AVENUE C		NEW YORK	NY	10009	2129378660	Manhattan	1
1185987-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		100	MORTON ST		NEW YORK	NY	10014	2125025490	Manhattan	1
2013638-DCA	Business		QUEENS BLVD PETROLEUM LLC		3105	QUEENS BLVD		LONG ISLAND CITY	NY	11101	914-699-9500	Queens	4
1225037-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	2500	JOHNSON AVE		BRONX	NY	10463	7184325834	Bronx	2
1464995-DCA	Business	3/31/21	ENTERPRISE 24TH PARKING LLC		214	E 24TH ST		NEW YORK	NY	10010	2125643199	Manhattan	1
1246951-DCA	Business	3/31/21	PLAZA 48 PARKING LLC		326	E 49TH ST		NEW YORK	NY	10017	2126869800	Manhattan	1
1247513-DCA	Business	3/31/21	QUIK PARK WEST 12TH ST. LLC		175	W 12TH ST		NEW YORK	NY	10011	212-686-9800	Manhattan	1
2015757-DCA	Business	3/31/21	116TH-117TH STREET PARKING CORP.		23	W 116TH ST		NEW YORK	NY	10026	2127367171	Manhattan	1
1308680-DCA	Business	3/31/21	305 EAST 80TH PARKING LLC		305	E 80TH ST		NEW YORK	NY	10075	2126283121	Manhattan	1
1461481-DCA	Business	3/31/17	"GUILLEN BUSINESS CENTER, INC."		700	GRAND CONCOURSE		BRONX	NY	10451	9175591203	Bronx	2
1393858-DCA	Business	3/31/15	"G&M PARKING GARAGE, CORP."		1208	FRANKLIN AVE		BRONX	NY	10456	7184839458	Bronx	2
1142057-DCA	Business	3/31/21	22ND AND SIXTH PARKING LLC		60	W 23RD ST		NEW YORK	NY	10010	2126869800	Manhattan	1
1299171-DCA	Business	3/31/21	FULL HOUSE PARKING LLC		13511	40TH RD		FLUSHING	NY	11354	3477320219	Queens	4
0368455-DCA	Business	3/31/13	SWIFT PARKING LLC		160	E 88TH ST		NEW YORK	NY	10128	2126869800	Manhattan	1
0850402-DCA	Business	3/31/21	ACTIVE PARKING LLC		2373	BROADWAY		NEW YORK	NY	10024	2126869800	Manhattan	1
0903997-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		109	E 58TH ST		NEW YORK	NY	10022	2126296602	Manhattan	1
2024014-DCA	Business	3/31/21	62 MULBERRY PARKING CORP		62	MULBERRY ST		NEW YORK	NY	10013	212-736-7171	Manhattan	1
1157547-DCA	Business	3/31/13	"CRYSTAL CAR PARK, LLC"	GGMC	200	E 24TH ST		NEW YORK	NY	10010	2129966363	Manhattan	1
2047847-DCA	Business	3/31/21	BROOK PARK PARKING CORP.		1820	E TREMONT AVE		BRONX	NY	10460	9174705093	Bronx	2
1421369-DCA	Business	3/31/19	JEROME PARKING CORP.		1961	JEROME AVE		BRONX	NY	10453	7187167170	Bronx	2
1144401-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		138	E 50TH ST		NEW YORK	NY	10022	2126296602	Manhattan	1
2046301-DCA	Business	3/31/21	ASTORIA CENTRAL PARKING LLC		3157	31ST ST		ASTORIA	NY	11106	7544447275	Queens	4
1187066-DCA	Business	3/31/19	CHAMPION PARKING 53 LLC		821-827	7 AVE		NEW YORK	NY	10019	2123085959		
2080975-DCA	Business	3/31/21	900 8TH AVENUE GARAGE LLC		900	8TH AVE		NEW YORK	NY	10019	6465840409	Manhattan	1
1076703-DCA	Business	3/31/21	GREENWICH STREET PARKING LLC		551	GREENWICH ST		NEW YORK	NY	10014	2126869800	Manhattan	1
1298776-DCA	Business	3/31/21	PARK AVENUE 39 PARKING LLC		90	PARK AVE		NEW YORK	NY	10016	212-686-9800	Manhattan	1
1381538-DCA	Business	3/31/21	QUIK PARK 86TH ST. LLC		444	E 86TH ST		NEW YORK	NY	10028	2126509677	Manhattan	1
1020999-DCA	Business	3/31/21	1114 SIXTH PARKING LLC		1114	AVENUE OF THE AMERICAS		NEW YORK	NY	10036	212-686-9800	Manhattan	1
1441153-DCA	Business	3/31/15	FDD ENTERPRISES INC.		3000	PARK AVE		BRONX	NY	10451	6463997098	Bronx	2
1413293-DCA	Business	3/31/21	"60 SUTTON PLACE PARKING ASSOCIATES, LLC"		60	SUTTON PL S		NEW YORK	NY	10022	2125352890	Manhattan	1
1300539-DCA	Business	1/8/13	"CHAMPION PARKING 46, LLC"		247	W 46TH ST		NEW YORK	NY	10036	2123085959	Manhattan	1
1251117-DCA	Business	3/31/15	QUIK PARK 48TH ST. GARAGE CORP.		300	E 48TH ST		NEW YORK	NY	10017	2128322066	Manhattan	1
2071856-DCA	Business	3/31/21	BRUCKNER PARKING LLC		25	BRUCKNER BLVD		BRONX	NY	10454	212-929-9404	Bronx	2
2004864-DCA	Business	3/31/19	157-57TH INC		153	E 57TH ST		NEW YORK	NY	10022	2122232838	Manhattan	1
1372294-DCA	Business	3/31/17	ALERT GARAGE CORP.		3017	40TH AVE		LONG IS CITY	NY	11101	7187860643	Queens	4
1132131-DCA	Business	3/31/21	250 WEST PARKING CORP.		250	W 19TH ST		NEW YORK	NY	10011	2127367171	Manhattan	1
1392707-DCA	Business	3/31/19	"V.J. MEGA PARKING SYSTEMS, INC."	MEGA PARKING SYSTEMS	343	E 74TH ST		NEW YORK	NY	10021	2126501339	Manhattan	1
2017620-DCA	Business	3/31/21	QUIK PARK 3RD AVE LLC		1142	3RD AVE		NEW YORK	NY	10065	2128322066	Manhattan	1
1406780-DCA	Business	3/31/21	BRISTOL 65 PARKING LLC		200	E 65TH ST		NEW YORK	NY	10065	2126869800	Manhattan	1
1440471-DCA	Business	3/31/19	QUIK PARK PCVST GARAGE LLC		325	AVENUE C		NEW YORK	NY	10009	2126145862	Manhattan	1
1109621-DCA	Business	3/31/21	EAST 105TH STREET PARKING LLC		156	E 105TH ST		NEW YORK	NY	10029	2125347019	Manhattan	1
2003723-DCA	Business	3/31/21	BK PARKING GROUP INC.		4566	BROADWAY		NEW YORK	NY	10040	917-327-7488	Manhattan	1
1344945-DCA	Business	3/31/21	T & K PARKING INC.		61	CHRYSTIE ST		NEW YORK	NY	10002	9176569896	Manhattan	1
0693022-DCA	Business	3/31/11	ROPETMAR GARAGE INC.	CHELNIK PARKING CO	299	PEARL ST		NEW YORK	NY	10038	2127511080	Manhattan	1
2054343-DCA	Business	3/31/21	BELLTEL 365 PARKING LLC		365	BRIDGE ST		BROOKLYN	NY	11201	82-1130031	Brooklyn	3
2006318-DCA	Business	3/31/21	STATUE PARKING LLC		20	RIVER TER		NEW YORK	NY	10282	2125710538	Manhattan	1
1302958-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		554	W 174TH ST		NEW YORK	NY	10033	2125025490	Manhattan	1
1460831-DCA	Business	3/31/15	ZAFIRO PARKING INC.		1380	MLK JR BLVD		BRONX	NY	10452	2127490125	Bronx	2
1033066-DCA	Business	3/31/11	PRIOR PARKING LLC		40-50	W 61ST ST		NEW YORK	NY	10023	2126869800		
1340052-DCA	Business	3/31/21	NYULMC E GARAGE CORP.		333	E 38TH ST		NEW YORK	NY	10016	2127367171	Manhattan	1
1384440-DCA	Business	3/31/21	REX PARKING CORP.		10	E 153RD ST		BRONX	NY	10451	5166984240	Bronx	2
0899744-DCA	Business	3/31/21	COSMOPOLITAN PARKING CORP.	SAA	34	E 21ST ST		NEW YORK	NY	10010	2122493344	Manhattan	1
2059556-DCA	Business	3/31/21	IMPERIAL PARKING (US) LLC		222	W 14TH ST		NEW YORK	NY	10011	2129378660	Manhattan	1
1228861-DCA	Business	3/31/11	QUIK PARK 89TH ST. LLC	QUIK PARK INC.	207	W 88TH ST		NEW YORK	NY	10024	2128322066	Manhattan	1
2064517-DCA	Business	3/31/21	158TH NY CORP		85	E 158TH ST		BRONX	NY	10451	7189938026	Bronx	2
1100843-DCA	Business	3/31/21	LIVINGSTON STREET PARKING LLC		111	LIVINGSTON ST		BROOKLYN	NY	11201	212-686-9800	Brooklyn	3
1351762-DCA	Business	7/13/10	STANDARD PARKING CORPORATION		10440	QUEENS BLVD		FOREST HILLS	NY	11375	7188971220	Queens	4
2068641-DCA	Business	3/31/21	ENC PARKING CORPORATION		69	5TH AVE		NEW YORK	NY	10003	9173251969	Manhattan	1
1471717-DCA	Business	12/15/14	TOREN PARKING LLC		255	FLATBUSH AVENUE EXT		BROOKLYN	NY	11201	9177493600		
2041301-DCA	Business	7/6/18	WEST VILLAGE GARAGE CORP		125	PERRY ST		NEW YORK	NY	10014	212-262-4771	Manhattan	1
1187112-DCA	Business	3/31/21	59 AND 5TH PARKING LLC		767	5TH AVE		NEW YORK	NY	10153	2126869800	Manhattan	1
1061198-DCA	Business	3/31/21	101 WEST END PARKING LLC		101	W END AVE		NEW YORK	NY	10023	2126869800	Manhattan	1
2036651-DCA	Business	3/31/17	IMPARK210CPS LLC		210	CENTRAL PARK S		NEW YORK	NY	10019	212-937-8660	Manhattan	1
1381087-DCA	Business	3/31/13	PEAK TIME PARKING INC.		1231	EDWARD L GRANT HWY		BRONX	NY	10452	7182204580	Bronx	2
1385873-DCA	Business	3/31/13	KC ONE PARK CORP.		330	3RD AVE		NEW YORK	NY	10010	7182850102	Manhattan	1
1275065-DCA	Business	3/31/13	FASHION 35 PARKING LLC		1328	BROADWAY		NEW YORK	NY	10001	2126869800	Manhattan	1
1461250-DCA	Business	3/31/21	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	89-35	162 STREET		JAMAICA	NY	11432	2129378660		
1187738-DCA	Business	3/31/17	REYER PARKING CORP.		257	E 187TH ST		BRONX	NY	10458	2125416050	Bronx	2
1468256-DCA	Business	2/14/19	1745 BROADWAY PARKING MANAGEMENT CORP.		1745	BROADWAY		NEW YORK	NY	10019	2127367171	Manhattan	1
0697253-DCA	Business	3/31/11	DIRECT PARKING LLC	DIRECT PARKING LLC	51	W 56TH ST		NEW YORK	NY	10019	2126869800	Manhattan	1
1461184-DCA	Business	3/31/19	"IMPERIAL PARKING (U.S.), LLC"		9330	HORACE HARDING EXPRESSWAY		QUEENS	NY	11374	2129378660	Queens	4
1083289-DCA	Business	3/31/11	ENTERPRISE 30TH STREET GARAGE LLC		529	W 29TH ST		NEW YORK	NY	10001	2126270012	Manhattan	1
1417977-DCA	Business	9/25/13	STANDARD PARKING CORPORATION		8036	COOPER AVE		GLENDALE	NY	11385	7188943580	Queens	4
2060564-DCA	Business	3/31/21	786 PARKING CORP		313	SAINT MARKS AVE		BROOKLYN	NY	11238	7186180029	Brooklyn	3
1258315-DCA	Business	3/31/21	MP HUB PARKING LLC		3000	3RD AVE		BRONX	NY	10455	2124903460	Bronx	2
2069015-DCA	Business	3/31/19	ONE PARKING 89TH STREET LLC		205	W 89TH ST		NEW YORK	NY	10024	4802722100	Manhattan	1
2045376-DCA	Business	3/31/21	CHELSEA 29 PARKING LLC		525	W 28TH ST		NEW YORK	NY	10001	2126869800	Manhattan	1
2008536-DCA	Business	8/3/14	A&P PARKING CORP.		339	GREENE AVE		BROOKLYN	NY	11238	2123601711	Brooklyn	3
2045008-DCA	Business	3/31/21	155 EAST 55TH STREET PARKING CORP		155	E 55TH ST		NEW YORK	NY	10022	2127367171	Manhattan	1
1128757-DCA	Business	3/31/17	MAJESTIC CAR PARK LLC		1199	PARK AVE		NEW YORK	NY	10128	2122216111	Manhattan	1
1250448-DCA	Business	3/31/11	KC THIRD AVENUE PARKING LLC		330	3RD AVE		NEW YORK	NY	10010	7187880066	Manhattan	1
0926039-DCA	Business	3/31/21	"SAM PARKING, L.L.C."		360	W BROADWAY		NEW YORK	NY	10013	2129666774	Manhattan	1
1368921-DCA	Business	3/31/21	Z AND G PARKING LLC		2355	WEBSTER AVE		BRONX	NY	10458	2129799815	Bronx	2
2085375-DCA	Business	3/31/21	345 Sheffield Parking LLC		345	SHEFFIELD AVE		BROOKLYN	NY	11207		Brooklyn	3
1259179-DCA	Business	3/31/15	36-36 PRINCE PARKING LLC		3636	PRINCE ST		FLUSHING	NY	11354	7183580001	Queens	4
2033073-DCA	Business	3/31/21	"LA MIRAGE CAR PARK, INC."		17810	WEXFORD TER		JAMAICA	NY	11432	2122216111	Queens	4
1423764-DCA	Business	3/31/21	SAMO PARKING LLC		401	E 74TH ST		NEW YORK	NY	10021	2127143571	Manhattan	1
1452642-DCA	Business	3/31/21	304 WEST 49TH PARKING CORP.		304	W 49TH ST		NEW YORK	NY	10019	2122475607	Manhattan	1
1425225-DCA	Business	8/19/12	"ONE PARKING GOTHAM, INC."		4209	28TH ST		LONG IS CITY	NY	11101	2123706530	Queens	4
2081249-DCA	Business	3/31/21	PARK 108 LLC		234	W 108TH ST		NEW YORK	NY	10025	2129299404	Manhattan	1
0427868-DCA	Business	3/31/21	249 PARKING CORP.		249	10TH AVE		NEW YORK	NY	10001	2126457548	Manhattan	1
1133687-DCA	Business	3/31/21	SAWYER PARKING LLC		150	W 20TH ST		NEW YORK	NY	10011	2122428310	Manhattan	1
0858490-DCA	Business	3/31/21	RESOURCE PARKING LLC		1540	BROADWAY		NEW YORK	NY	10036	2126869800	Manhattan	1
1461225-DCA	Business	3/31/21	IMPERIAL PARKING US LLC		90-15	PARSONS BOULEVARD		JAMAICA	NY	11432	2125573311		
2005585-DCA	Business	3/31/17	NYC PARKING GROUP I LLC	nyc parking group 1 llc 74	340	E 74TH ST		NEW YORK	NY	10021	7182850102	Manhattan	1
1205557-DCA	Business	3/31/21	DEB PARKING LLC		300	W 135TH ST		NEW YORK	NY	10030	2127143571	Manhattan	1
1385583-DCA	Business	3/31/21	VS PARKING GARAGE CORP.		275	PARK AVE		BROOKLYN	NY	11205	7189094449	Brooklyn	3
0367195-DCA	Business	3/31/21	NEW YORK PARKING 51ST STREET CORP.		251	E 51ST ST		NEW YORK	NY	10022	212-308-5959	Manhattan	1
2017913-DCA	Business	3/31/17	SP PLUS CORPORATION		380	LENOX AVE		NEW YORK	NY	10027	2125025490	Manhattan	1
2006045-DCA	Business	3/31/19	SAM DAR ENTERPRISES INC		3000	PARK AVE		BRONX	NY	10451	6463997098	Bronx	2
2001370-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		115	E 57TH ST		NEW YORK	NY	10022	2125025490	Manhattan	1
1251102-DCA	Business	3/31/21	JENUWEN CAR PARK INC.		580	FLATBUSH AVE		BROOKLYN	NY	11225	2122216111	Brooklyn	3
2001364-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		100	MORTON ST		NEW YORK	NY	10014	2125025490	Manhattan	1
2020697-DCA	Business	3/31/21	LOREN'S PARKING GARAGE CORPORATON		4035	PARK AVE		BRONX	NY	10457	212-244-2332	Bronx	2
1306379-DCA	Business	2/14/13	PLATT PARKING LLC		90	JOHN ST		NEW YORK	NY	10038	2126869800	Manhattan	1
0429678-DCA	Business	3/31/13	ABILITY PARKING CORP.		200	E END AVE		NEW YORK	NY	10128	2122493344	Manhattan	1
1371377-DCA	Business	3/31/19	GM&M PARK INC.		116	NOSTRAND AVE		BROOKLYN	NY	11205	6466100315	Brooklyn	3
1211704-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		95	OCEANA DR E		BROOKLYN	NY	11235	7182239722	Brooklyn	3
0898706-DCA	Business	3/31/13	"PARIS, ZACARIAS P"	P & P PARKING LOT	1300	GERARD AVE		BRONX	NY	10452	7182933679	Bronx	2
2044484-DCA	Business	3/31/21	F & A PARKING CORP	24 HOURS PARKING	785	DEKALB AVE		BROOKLYN	NY	11221	7183992640	Brooklyn	3
1261900-DCA	Business	3/31/21	"LEONARD STREET PARKING, LLC"		88	LEONARD ST		NEW YORK	NY	10013	9736437700	Manhattan	1
1471907-DCA	Business	3/31/19	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	9605	QUEENS BLVD		REGO PARK	NY	11374	2129378660	Queens	4
0761016-DCA	Business	3/31/21	64TH WEST END PARKING LLC		110	W END AVE		NEW YORK	NY	10023	2126869800	Manhattan	1
1304852-DCA	Business	2/16/11	200 WEA PARKING CORP.		200	W END AVE		NEW YORK	NY	10023	7187880066	Manhattan	1
0906438-DCA	Business	3/31/21	CLAREMONT PARKING CORP		480	RIVERSIDE DR		NEW YORK	NY	10027	2128661000	Manhattan	1
1177363-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		525	E 72ND ST		NEW YORK	NY	10021	2125025490	Manhattan	1
1010039-DCA	Business	3/31/21	300 PARKING INC.		300	W 55TH ST		NEW YORK	NY	10019	2127367171	Manhattan	1
1232459-DCA	Business	3/31/21	39TH AND EIGHTH PARKING LLC		310	W 39TH ST		NEW YORK	NY	10018	212-686-9800	Manhattan	1
1463801-DCA	Business	3/31/15	QUIK PARK MARLO LLC		56	FULTON ST		NEW YORK	NY	10038	2128322066	Manhattan	1
0834487-DCA	Business	3/31/21	VALET PARKING CORP.		10	W 15TH ST		NEW YORK	NY	10011	2122493344	Manhattan	1
0780839-DCA	Business	3/31/21	PRIMARY PARKING LLC		721	10TH AVE		NEW YORK	NY	10019	2126869800	Manhattan	1
2003457-DCA	Business	3/31/21	QUIK PARK LITTLE WEST LLC		70	LITTLE WEST ST		NEW YORK	NY	10004		Manhattan	1
0929603-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."	MEYERS PARKING SYSTEM	47	CHURCH ST		NEW YORK	NY	10007	2125649199	Manhattan	1
2055426-DCA	Business	3/31/21	RKKS GROUP INC.		13203	SANFORD AVE		FLUSHING	NY	11355	9172852934	Queens	4
0368172-DCA	Business	3/31/11	TRITO PARKING   PARKING CORP		225	E 63RD ST		NEW YORK	NY	10065	2129355922	Manhattan	1
1463443-DCA	Business	3/31/17	"KINNEY PARKING SYSTEM, LLC"		159	W 48TH ST		NEW YORK	NY	10036	2125025490	Manhattan	1
2028563-DCA	Business	3/31/17	K One Parking Inc		2160	WEBSTER AVE		BRONX	NY	10457		Bronx	2
1435264-DCA	Business	3/31/13	ENTERPRISE 24 PARKING LLC		160	W 24TH ST		NEW YORK	NY	10011	2126270012	Manhattan	1
1242759-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		1292	PARK AVE		NEW YORK	NY	10029	2125025490	Manhattan	1
1202746-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	58	W 58TH ST		NEW YORK	NY	10019	2125025490	Manhattan	1
1198509-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	12	W 13TH ST		NEW YORK	NY	10011	2125025490	Manhattan	1
1381712-DCA	Business	3/31/21	CARTER AVE PARKING CORP.		1841	CARTER AVE		BRONX	NY	10457	3475979366	Bronx	2
1310420-DCA	Business	3/31/17	216-10 NY PARKING CORP		4055	10TH AVE		NEW YORK	NY	10034	(212) 304-0315	Manhattan	1
0368157-DCA	Business	3/31/21	EFFECTIVE PARKING LLC		435	W 57TH ST		NEW YORK	NY	10019	2126869800	Manhattan	1
0368594-DCA	Business	3/31/21	MANHATTAN PARKING SYSTEM-PARK AVE. CORP.		277	PARK AVE		NEW YORK	NY	10172	2127536116	Manhattan	1
1201681-DCA	Business	3/31/11	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	224	MULBERRY ST		NEW YORK	NY	10012	2125025490	Manhattan	1
0368677-DCA	Business	3/31/17	920 PARKING CORP.		920	PARK AVE		NEW YORK	NY	10028	2128661000	Manhattan	1
1356319-DCA	Business	3/31/21	F & R PARKING LOT CORP.		65	NEW YORK AVE		BROOKLYN	NY	11216	7183295670	Brooklyn	3
2061663-DCA	Business	3/31/21	169 LUDLOW PARKING LLC		180	ORCHARD ST		NEW YORK	NY	10002	212-262-4771	Manhattan	1
1197635-DCA	Business	3/31/11	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	50	W 93RD ST		NEW YORK	NY	10025	2125025490	Manhattan	1
0429031-DCA	Business	3/31/17	57 & 11 PARKING CORP.		622	W 57TH ST		NEW YORK	NY	10019	2128887400	Manhattan	1
1426287-DCA	Business	3/31/21	QUIK PARK BLEECKER STREET GARAGE LLC		350	BLEECKER ST		NEW YORK	NY	10014	212-686-9800	Manhattan	1
2036981-DCA	Business	3/31/21	316 BERGEN PARKING CORP		312	BERGEN ST		BROOKLYN	NY	11217	2127367171	Brooklyn	3
1371269-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	8935	162ND ST		JAMAICA	NY	11432	2129378660	Queens	4
1192895-DCA	Business	3/31/17	QUIK PARK GARMENT LLC		155	E 34TH ST		NEW YORK	NY	10016	2128322066	Manhattan	1
0427125-DCA	Business	3/31/21	ADVANCE PARKING LLC		249	W 43RD ST		NEW YORK	NY	10036	2122218902	Manhattan	1
0835198-DCA	Business	3/31/17	P.J.'S PARKING SERVICE CORP.	PJ'S PARKING	8835	164TH ST		JAMAICA	NY	11432	7189492507	Queens	4
1251181-DCA	Business	3/31/17	CHAPLAND PARKING LLC		111	E 82ND ST		NEW YORK	NY	10028	2122889645	Manhattan	1
1253687-DCA	Business	2/10/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		200	CHAMBERS ST		NEW YORK	NY	10007	2125025490	Manhattan	1
1148651-DCA	Business	3/31/21	1020 PARKING LLC		1020	GRAND CONCOURSE		BRONX	NY	10451	212-490-3460	Bronx	2
1190689-DCA	Business	3/31/11	"OLYMPIC PARKING SYSTEMS, LLC"		587	AVENUE OF THE AMERICAS		NEW YORK	NY	10011	2126270667	Manhattan	1
1379056-DCA	Business	3/31/17	STANDARD PARKING CORPORATION		1292	PARK AVE		NEW YORK	NY	10029	2122410795	Manhattan	1
2068554-DCA	Business	3/31/21	HERALD SQUARE PARKING LLC		839	6TH AVE		NEW YORK	NY	10001	2126869800	Manhattan	1
1371568-DCA	Business	3/31/21	"PARKING SERVICES PLUS, INC."		7710	41ST AVE		ELMHURST	NY	11373	5168254661	Queens	4
1192922-DCA	Business	3/31/21	QUIK PARK SOUTHERN LLC		1	NEW YORK PLZ		NEW YORK	NY	10004	2128322066	Manhattan	1
1396795-DCA	Business	3/31/21	ENTERPRISE 62ND PARKING LLC		301	E 62ND ST		NEW YORK	NY	10065	212-564-3199	Manhattan	1
2015332-DCA	Business	3/31/19	ONE PARKING 1411 LLC		136	W 40TH ST		NEW YORK	NY	10018	2123706530	Manhattan	1
2019880-DCA	Business	3/31/21	GMH PARK INC		1326	SPOFFORD AVE		BRONX	NY	10474	9172140583	Bronx	2
