,Unnamed: 0,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address,zipcode,label
842,,1463592-DCA,Business,3/31/15,"KINNEY PARKING SYSTEM, LLC",,870,8TH AVE,,NEW YORK,NY,10019.0,2125025490,Manhattan,1.0,870 8th avenue,10019.0,False
843,,1291835-DCA,Business,3/31/19,NATIONS 47 PARKING LLC,,885,2ND AVE,,NEW YORK,NY,10017.0,2126869800,Manhattan,1.0,885 2nd avenue,10017.0,False
844,,1263702-DCA,Business,3/31/17,MAGIC PARKING LLC,,225,SAINT NICHOLAS AVE,,NEW YORK,NY,10027.0,2122893800,Manhattan,1.0,225 saint nicholas avenue,10027.0,False
845,,2025565-DCA,Business,3/31/21,WHITNEY 90 PARKING LLC,,200,E 90TH ST,,NEW YORK,NY,10128.0,212-686-9800,Manhattan,1.0,200 east 90th street,10128.0,True
846,,2052975-DCA,Business,3/31/21,M&N Group Parking Inc,,2990,JEROME AVE,,BRONX,NY,10468.0,9174705093,Bronx,2.0,2990 jerome avenue,10468.0,False
847,,1461246-DCA,Business,3/31/21,"IMPERIAL PARKING (U.S.), LLC.",IMPARK,212,S OXFORD ST,,BROOKLYN,NY,11217.0,2129378660,Brooklyn,3.0,212 south oxford street,11217.0,False
848,,1341242-DCA,Business,3/31/21,605 PARKING CORP.,,605,PARK AVE,,NEW YORK,NY,10065.0,2127367171,Manhattan,1.0,605 park avenue,10065.0,True
849,,1232880-DCA,Business,3/31/21,MURRAY 38 PARKING LLC,,155,E 38TH ST,,NEW YORK,NY,10016.0,2126869800,Manhattan,1.0,155 east 38th street,10016.0,True
850,,2000572-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,1250,BROADWAY,,NEW YORK,NY,10001.0,2125025490,Manhattan,1.0,1250 broadway,10001.0,True
851,,2031029-DCA,Business,3/31/17,"IMPERIAL PARKING (U.S.), LLC",IMPARK,1199,PARK AVE,,NEW YORK,NY,10128.0,212-934-8660,Manhattan,1.0,1199 park avenue,10128.0,False
852,,1129133-DCA,Business,3/13/11,ROX PARKING LLC,,931,1ST AVE,,NEW YORK,NY,10022.0,2123272626,Manhattan,1.0,931 1st avenue,10022.0,False
853,,1105864-DCA,Business,3/31/21,EAST 79TH STREET PARKING LLC,,505,E 79TH ST,,NEW YORK,NY,10075.0,2124903460,Manhattan,1.0,505 east 79th street,10075.0,True
854,,1181493-DCA,Business,3/31/21,UPTOWN PARKING LLC,,201,E 63RD ST,,NEW YORK,NY,10065.0,212-686-9800,Manhattan,1.0,201 east 63rd street,10065.0,False
855,,1402662-DCA,Business,3/31/21,330 THIRD PARKING CORP.,,330,3RD AVE,,NEW YORK,NY,10010.0,2127367171,Manhattan,1.0,330 3rd avenue,10010.0,True
856,,1247021-DCA,Business,3/31/21,GRAMERCY 24 PARKING LLC,,401,2ND AVE,,NEW YORK,NY,10010.0,2126869800,Manhattan,1.0,401 2nd avenue,10010.0,False
857,,1316333-DCA,Business,3/31/11,"ALBERT AUTO SALES & PARKING, INC.",,1540,JEROME AVE,,BRONX,NY,10452.0,7182942319,Bronx,2.0,1540 jerome avenue,10452.0,False
858,,1463828-DCA,Business,3/31/19,QUIK PARK W. 14TH STREET LLC,,222,W 14TH ST,,NEW YORK,NY,10011.0,212-686-9800,Manhattan,1.0,222 west 14th street,10011.0,False
859,,1263167-DCA,Business,3/31/21,FLORAL 26 PARKING LLC,,55,W 25TH ST,,NEW YORK,NY,10010.0,2126869800,Manhattan,1.0,55 west 25th street,10010.0,True
860,,0915987-DCA,Business,3/31/21,333 EAST 46TH ST. PARKING CORP.,,333,E 46TH ST,,NEW YORK,NY,10017.0,2126869800,Manhattan,1.0,333 east 46th street,10017.0,True
861,,1383749-DCA,Business,3/31/13,W. 79TH STREET PARKING CORP.,,200,W 79TH ST,,NEW YORK,NY,10024.0,2122435900,Manhattan,1.0,200 west 79th street,10024.0,False
862,,1461273-DCA,Business,3/31/21,"IMPERIAL PARKING (U.S.), LLC",IMPARK,724-732,AVENUE OF THE AMERICAS,,NEW YORK,NY,10010.0,2129378660,,,724-732 avenuenue of the americas,10010.0,False
863,,2080641-DCA,Business,3/31/21,150 EAST 18TH STREET PARKING CORP,,196-202,THIRD AVE,,NEW YORK,NY,10003.0,2127367171,Manhattan,1.0,196-202 third avenue,10003.0,False
864,,1246208-DCA,Business,3/31/11,ALLIANCE PARKING WEST 43 ST LLC,,500,W 43RD ST,,NEW YORK,NY,10036.0,2125810535,Manhattan,1.0,500 west 43rd street,10036.0,False
865,,1455589-DCA,Business,3/31/17,"SCHERMERHORN PARKING MGMT, LLC",,200,SCHERMERHORN ST,,BROOKLYN,NY,11201.0,2127957275,Brooklyn,3.0,200 schermerhorn street,11201.0,False
866,,1134343-DCA,Business,3/31/21,JONATHAN & GABRIELLE PARKING INC.,,1521,INWOOD AVE,,BRONX,NY,10452.0,7187310931,Bronx,2.0,1521 inwood avenue,10452.0,False
867,,1210861-DCA,Business,3/31/11,"ENTERPRISE PARKING COMPANY, LLC",FIVE STAR PARKING,2500,FDR DR,,NEW YORK,NY,10016.0,2125329682,Manhattan,1.0,2500 fdr drive,10016.0,False
868,,1203528-DCA,Business,3/31/19,PUTNAM GARDENS PARKING CORP.,,3815,PUTNAM AVE W,,BRONX,NY,10463.0,7184327226,Bronx,2.0,3815 putnam avenue w,10463.0,False
869,,2036329-DCA,Business,3/31/17,ML GJUSHI PROPERTIES LLC,,453,E 184TH ST,,BRONX,NY,10458.0,,Bronx,2.0,453 east 184th street,10458.0,False
870,,2005579-DCA,Business,3/31/17,NYC PARKING GROUP I LLC,,333,E 75TH ST,,NEW YORK,NY,10021.0,7182850102,Manhattan,1.0,333 east 75th street,10021.0,True
871,,1196437-DCA,Business,3/31/13,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,301,E 66TH ST,,NEW YORK,NY,10065.0,2125025490,Manhattan,1.0,301 east 66th street,10065.0,True
872,,2027516-DCA,Business,3/31/21,TAINO PARKING CORPORATION,,211,E 122ND ST,,NEW YORK,NY,10035.0,2124109174,Manhattan,1.0,211 east 122nd street,10035.0,False
873,,1201685-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,530,E 76TH ST,,NEW YORK,NY,10021.0,2125025490,Manhattan,1.0,530 east 76th street,10021.0,True
874,,0921240-DCA,Business,3/31/15,PARK RIGHT CORPORATION,PARK RIGHT,564,SAINT JOHNS PL,,BROOKLYN,NY,11238.0,2124599003,Brooklyn,3.0,564 saint johns place,11238.0,False
875,,1463814-DCA,Business,3/31/15,QUIK PARK LIBBY LLC,,301,E 48TH ST,,NEW YORK,NY,10017.0,2128322066,Manhattan,1.0,301 east 48th street,10017.0,True
876,,1306474-DCA,Business,2/29/12,WATERFRONT PARKING LLC,,95,WALL ST,,NEW YORK,NY,10005.0,2126869800,Manhattan,1.0,95 wall street,10005.0,True
877,,1390617-DCA,Business,3/31/21,PARK KWIK LLC,,770,11TH AVE,,NEW YORK,NY,10019.0,2129745840,Manhattan,1.0,770 11th avenue,10019.0,False
878,,1250880-DCA,Business,3/31/15,HESTER PARKING CORP.,,106,MOTT ST,,NEW YORK,NY,10013.0,9736228888,Manhattan,1.0,106 mott street,10013.0,True
879,,1393025-DCA,Business,7/7/14,AMPCO SYSTEM PARKING,,450,E 29TH ST,,NEW YORK,NY,10016.0,6464391610,Manhattan,1.0,450 east 29th street,10016.0,False
880,,0907146-DCA,Business,3/31/21,AIR PARK OF JFK INC.,,15344,S CONDUIT AVE,,JAMAICA,NY,11434.0,7182767000,Queens,4.0,15344 south conduit avenue,11434.0,False
881,,1440459-DCA,Business,3/31/19,QUIK PARK PCVST GARAGE LLC,,279,AVENUE C,,NEW YORK,NY,10009.0,2126145862,Manhattan,1.0,279 avenuenue c,10009.0,False
882,,1387693-DCA,Business,3/31/13,"IMPERIAL PARKING (U.S.), LLC",IMPARK,35,E 38TH ST,,NEW YORK,NY,10016.0,2129378660,Manhattan,1.0,35 east 38th street,10016.0,True
883,,0429690-DCA,Business,3/31/21,"MUTUAL PARKING, INC.",,605,E 82ND ST,,NEW YORK,NY,10028.0,2128887400,Manhattan,1.0,605 east 82nd street,10028.0,False
884,,2068171-DCA,Business,3/31/21,F & A PARKING CORP,,14238,37TH AVE,,FLUSHING,NY,11354.0,7183992640,Queens,4.0,14238 37th avenue,11354.0,False
885,,2018933-DCA,Business,3/31/17,ALLIANCE DAG PARKING LLC,,240,E 47TH ST,,NEW YORK,NY,10017.0,212-795-7275,Manhattan,1.0,240 east 47th street,10017.0,True
886,,2066878-DCA,Business,3/31/21,"UNISPHERE MANAGEMENT, LLC",,13618,41ST AVE,,FLUSHING,NY,11355.0,7188882367,Queens,4.0,13618 41st avenue,11355.0,False
887,,1423872-DCA,Business,3/31/21,PARK KWIK LLC,,85,ADAMS ST,,BROOKLYN,NY,11201.0,2129745840,Brooklyn,3.0,85 adams street,11201.0,False
888,,1186559-DCA,Business,3/31/11,ATLANTIC GROUP PARKING INC,,1171,ATLANTIC AVE,,BROOKLYN,NY,11216.0,7186384977,Brooklyn,3.0,1171 atlantic avenue,11216.0,False
889,,0369373-DCA,Business,3/31/13,JO-MEG GARAGE CORP.,,80,CENTRAL PARK W,,NEW YORK,NY,10023.0,2129562280,Manhattan,1.0,80 central park w,10023.0,False
890,,1460710-DCA,Business,3/31/21,"WORLD TOWER PARKING GARAGE, LLC",,310,W 144TH ST,,NEW YORK,NY,10030.0,2125643199,Manhattan,1.0,310 west 144th street,10030.0,False
891,,1237770-DCA,Business,3/31/17,"CAPABLE CAR PARK, LLC",,210,CENTRAL PARK S,,NEW YORK,NY,10019.0,2122216111,Manhattan,1.0,210 central park s,10019.0,False
892,,1177951-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,250,E 67TH ST,,NEW YORK,NY,10065.0,2125025490,Manhattan,1.0,250 east 67th street,10065.0,True
893,,1185215-DCA,Business,5/11/14,STANDARD PARKING GARAGE,,9015,QUEENS BLVD,,ELMHURST,NY,11373.0,,Queens,4.0,9015 queens boulevardd,11373.0,False
894,,1182377-DCA,Business,3/31/21,PRONTO PARKING CORP,,169,E 65TH ST,,NEW YORK,NY,10065.0,2124903460,Manhattan,1.0,169 east 65th street,10065.0,True
895,,0978280-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,5100,KINGS PLZ,,BROOKLYN,NY,11234.0,2126296602,Brooklyn,3.0,5100 kings placez,11234.0,False
896,,1390556-DCA,Business,3/31/15,K & R PARKING CORP.,,1855,E TREMONT AVE,,BRONX,NY,10460.0,6468374721,Bronx,2.0,1855 east tremont avenue,10460.0,False
897,,1466974-DCA,Business,3/31/15,"KINNEY PARKING SYSTEM, LLC",,3739,W 12TH ST,,NEW YORK,NY,10011.0,2125025490,,,3739 west 12th street,10011.0,False
898,,2081099-DCA,Business,3/31/21,IMPERIAL PARKING US LLC,,155,W 70TH ST,,NEW YORK,NY,10023.0,2129378660,Manhattan,1.0,155 west 70th street,10023.0,False
899,,2001299-DCA,Business,3/31/19,PV PARKING II CORP,,3128,QUEENS BLVD,,LONG ISLAND CITY,NY,11101.0,646-302-4330,Queens,4.0,3128 queens boulevardd,11101.0,False
900,,1271797-DCA,Business,3/31/11,"C & S PARKING GARAGE, INC.",,1208,FRANKLIN AVE,,BRONX,NY,10456.0,6465336409,Bronx,2.0,1208 franklin avenue,10456.0,False
901,,1417129-DCA,Business,3/31/15,24 PARKING GARAGE INC,,1231,WEBSTER AVE,,BRONX,NY,10456.0,7182934872,Bronx,2.0,1231 webster avenue,10456.0,False
902,,1446479-DCA,Business,3/31/21,QUIK PARK 390 GARAGE LLC,,390,PARK AVE,,NEW YORK,NY,10022.0,2128322066,Manhattan,1.0,390 park avenue,10022.0,True
903,,2000571-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,109-27,E 58TH ST/ 110 E 59TH STREET,,NEW YORK,NY,10022.0,2125025490,Manhattan,1.0,109-27 east 58th street/ 110 e 59th street,10022.0,False
904,,2051515-DCA,Business,3/31/21,ADD PARK INC,,3213,3RD AVE,,BRONX,NY,10451.0,7189939003,Bronx,2.0,3213 3rd avenue,10451.0,False
905,,0919699-DCA,Business,3/31/19,AERO PARKING CORP.,RAPID PARKING INDUSTRIES,10,E 30TH ST,,NEW YORK,NY,10016.0,2128661000,Manhattan,1.0,10 east 30th street,10016.0,False
906,,1461267-DCA,Business,3/31/21,"IMPERIAL PARKING (U.S.), LLC",IMPARK,35,EAST   38 STREET,,NEW YORK,NY,10016.0,2129378660,,,35 east   38 streetreet,10016.0,False
907,,2021485-DCA,Business,3/31/21,SP PLUS CORPORATION,,75,PARK PL,,NEW YORK,NY,10007.0,2123217621,Manhattan,1.0,75 park place,10007.0,True
908,,2001021-DCA,Business,3/31/21,SHERMAN PARKING MANAGEMENT LLC,,11,BROADWAY,,BROOKLYN,NY,11249.0,765-276-7275,Brooklyn,3.0,11 broadway,11249.0,False
909,,2057793-DCA,Business,3/31/21,400 EAST 56 PARKING LLC,,400,E 56TH ST,,NEW YORK,NY,10022.0,2127522884,Manhattan,1.0,400 east 56th street,10022.0,True
910,,2082736-DCA,Business,3/31/21,"ABM INDUSTRY GROUPS, LLC",ABM PARKING SERVICES,17,E 54TH ST,,NEW YORK,NY,10022.0,2127576500,Manhattan,1.0,17 east 54th street,10022.0,True
911,,2003466-DCA,Business,3/31/21,QUIK PARK CPS LLC,,116,CENTRAL PARK W,,NEW YORK,NY,10019.0,2128322066,Manhattan,1.0,116 central park w,10019.0,False
912,,0974656-DCA,Business,3/31/21,SLOPE CAR PARK INC.,,429,12TH ST,,BROOKLYN,NY,11215.0,2122216111,Brooklyn,3.0,429 12th street,11215.0,False
913,,1364545-DCA,Business,3/31/21,CHAMPION PARKING 80 LLC,,445,E 80TH ST,,NEW YORK,NY,10075.0,2125358002,Manhattan,1.0,445 east 80th street,10075.0,False
914,,1257429-DCA,Business,3/31/13,"IMPERIAL PARKING (U.S.), INC",,325,AVENUE C,,NEW YORK,NY,10009.0,2129378660,Manhattan,1.0,325 avenuenue c,10009.0,False
915,,1185987-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,100,MORTON ST,,NEW YORK,NY,10014.0,2125025490,Manhattan,1.0,100 morton street,10014.0,True
916,,2013638-DCA,Business,,QUEENS BLVD PETROLEUM LLC,,3105,QUEENS BLVD,,LONG ISLAND CITY,NY,11101.0,914-699-9500,Queens,4.0,3105 queens boulevardd,11101.0,False
917,,1225037-DCA,Business,3/31/13,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,2500,JOHNSON AVE,,BRONX,NY,10463.0,7184325834,Bronx,2.0,2500 johnson avenue,10463.0,True
918,,1464995-DCA,Business,3/31/21,ENTERPRISE 24TH PARKING LLC,,214,E 24TH ST,,NEW YORK,NY,10010.0,2125643199,Manhattan,1.0,214 east 24th street,10010.0,False
919,,1246951-DCA,Business,3/31/21,PLAZA 48 PARKING LLC,,326,E 49TH ST,,NEW YORK,NY,10017.0,2126869800,Manhattan,1.0,326 east 49th street,10017.0,False
920,,1247513-DCA,Business,3/31/21,QUIK PARK WEST 12TH ST. LLC,,175,W 12TH ST,,NEW YORK,NY,10011.0,212-686-9800,Manhattan,1.0,175 west 12th street,10011.0,False
921,,2015757-DCA,Business,3/31/21,116TH-117TH STREET PARKING CORP.,,23,W 116TH ST,,NEW YORK,NY,10026.0,2127367171,Manhattan,1.0,23 west 116th street,10026.0,True
922,,1308680-DCA,Business,3/31/21,305 EAST 80TH PARKING LLC,,305,E 80TH ST,,NEW YORK,NY,10075.0,2126283121,Manhattan,1.0,305 east 80th street,10075.0,True
923,,1461481-DCA,Business,3/31/17,"GUILLEN BUSINESS CENTER, INC.",,700,GRAND CONCOURSE,,BRONX,NY,10451.0,9175591203,Bronx,2.0,700 grand concourse,10451.0,False
924,,1393858-DCA,Business,3/31/15,"G&M PARKING GARAGE, CORP.",,1208,FRANKLIN AVE,,BRONX,NY,10456.0,7184839458,Bronx,2.0,1208 franklin avenue,10456.0,False
925,,1142057-DCA,Business,3/31/21,22ND AND SIXTH PARKING LLC,,60,W 23RD ST,,NEW YORK,NY,10010.0,2126869800,Manhattan,1.0,60 west 23rd street,10010.0,True
926,,1299171-DCA,Business,3/31/21,FULL HOUSE PARKING LLC,,13511,40TH RD,,FLUSHING,NY,11354.0,3477320219,Queens,4.0,13511 40th road,11354.0,False
927,,0368455-DCA,Business,3/31/13,SWIFT PARKING LLC,,160,E 88TH ST,,NEW YORK,NY,10128.0,2126869800,Manhattan,1.0,160 east 88th street,10128.0,True
928,,0850402-DCA,Business,3/31/21,ACTIVE PARKING LLC,,2373,BROADWAY,,NEW YORK,NY,10024.0,2126869800,Manhattan,1.0,2373 broadway,10024.0,False
929,,0903997-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,109,E 58TH ST,,NEW YORK,NY,10022.0,2126296602,Manhattan,1.0,109 east 58th street,10022.0,True
930,,2024014-DCA,Business,3/31/21,62 MULBERRY PARKING CORP,,62,MULBERRY ST,,NEW YORK,NY,10013.0,212-736-7171,Manhattan,1.0,62 mulberry street,10013.0,False
931,,1157547-DCA,Business,3/31/13,"CRYSTAL CAR PARK, LLC",GGMC,200,E 24TH ST,,NEW YORK,NY,10010.0,2129966363,Manhattan,1.0,200 east 24th street,10010.0,False
932,,2047847-DCA,Business,3/31/21,BROOK PARK PARKING CORP.,,1820,E TREMONT AVE,,BRONX,NY,10460.0,9174705093,Bronx,2.0,1820 east tremont avenue,10460.0,False
933,,1421369-DCA,Business,3/31/19,JEROME PARKING CORP.,,1961,JEROME AVE,,BRONX,NY,10453.0,7187167170,Bronx,2.0,1961 jerome avenue,10453.0,False
934,,1144401-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,138,E 50TH ST,,NEW YORK,NY,10022.0,2126296602,Manhattan,1.0,138 east 50th street,10022.0,False
935,,2046301-DCA,Business,3/31/21,ASTORIA CENTRAL PARKING LLC,,3157,31ST ST,,ASTORIA,NY,11106.0,7544447275,Queens,4.0,3157 31st street,11106.0,False
936,,1187066-DCA,Business,3/31/19,CHAMPION PARKING 53 LLC,,821-827,7 AVE,,NEW YORK,NY,10019.0,2123085959,,,821-827 7 avenue,10019.0,False
937,,2080975-DCA,Business,3/31/21,900 8TH AVENUE GARAGE LLC,,900,8TH AVE,,NEW YORK,NY,10019.0,6465840409,Manhattan,1.0,900 8th avenue,10019.0,False
938,,1076703-DCA,Business,3/31/21,GREENWICH STREET PARKING LLC,,551,GREENWICH ST,,NEW YORK,NY,10014.0,2126869800,Manhattan,1.0,551 greenwich street,10014.0,False
939,,1298776-DCA,Business,3/31/21,PARK AVENUE 39 PARKING LLC,,90,PARK AVE,,NEW YORK,NY,10016.0,212-686-9800,Manhattan,1.0,90 park avenue,10016.0,True
940,,1381538-DCA,Business,3/31/21,QUIK PARK 86TH ST. LLC,,444,E 86TH ST,,NEW YORK,NY,10028.0,2126509677,Manhattan,1.0,444 east 86th street,10028.0,True
941,,1020999-DCA,Business,3/31/21,1114 SIXTH PARKING LLC,,1114,AVENUE OF THE AMERICAS,,NEW YORK,NY,10036.0,212-686-9800,Manhattan,1.0,1114 avenuenue of the americas,10036.0,False
942,,1441153-DCA,Business,3/31/15,FDD ENTERPRISES INC.,,3000,PARK AVE,,BRONX,NY,10451.0,6463997098,Bronx,2.0,3000 park avenue,10451.0,False
943,,1413293-DCA,Business,3/31/21,"60 SUTTON PLACE PARKING ASSOCIATES, LLC",,60,SUTTON PL S,,NEW YORK,NY,10022.0,2125352890,Manhattan,1.0,60 sutton place s,10022.0,False
944,,1300539-DCA,Business,1/8/13,"CHAMPION PARKING 46, LLC",,247,W 46TH ST,,NEW YORK,NY,10036.0,2123085959,Manhattan,1.0,247 west 46th street,10036.0,False
945,,1251117-DCA,Business,3/31/15,QUIK PARK 48TH ST. GARAGE CORP.,,300,E 48TH ST,,NEW YORK,NY,10017.0,2128322066,Manhattan,1.0,300 east 48th street,10017.0,False
946,,2071856-DCA,Business,3/31/21,BRUCKNER PARKING LLC,,25,BRUCKNER BLVD,,BRONX,NY,10454.0,212-929-9404,Bronx,2.0,25 bruckner boulevardd,10454.0,False
947,,2004864-DCA,Business,3/31/19,157-57TH INC,,153,E 57TH ST,,NEW YORK,NY,10022.0,2122232838,Manhattan,1.0,153 east 57th street,10022.0,True
948,,1372294-DCA,Business,3/31/17,ALERT GARAGE CORP.,,3017,40TH AVE,,LONG IS CITY,NY,11101.0,7187860643,Queens,4.0,3017 40th avenue,11101.0,False
949,,1132131-DCA,Business,3/31/21,250 WEST PARKING CORP.,,250,W 19TH ST,,NEW YORK,NY,10011.0,2127367171,Manhattan,1.0,250 west 19th street,10011.0,True
950,,1392707-DCA,Business,3/31/19,"V.J. MEGA PARKING SYSTEMS, INC.",MEGA PARKING SYSTEMS,343,E 74TH ST,,NEW YORK,NY,10021.0,2126501339,Manhattan,1.0,343 east 74th street,10021.0,False
951,,2017620-DCA,Business,3/31/21,QUIK PARK 3RD AVE LLC,,1142,3RD AVE,,NEW YORK,NY,10065.0,2128322066,Manhattan,1.0,1142 3rd avenue,10065.0,True
952,,1406780-DCA,Business,3/31/21,BRISTOL 65 PARKING LLC,,200,E 65TH ST,,NEW YORK,NY,10065.0,2126869800,Manhattan,1.0,200 east 65th street,10065.0,False
953,,1440471-DCA,Business,3/31/19,QUIK PARK PCVST GARAGE LLC,,325,AVENUE C,,NEW YORK,NY,10009.0,2126145862,Manhattan,1.0,325 avenuenue c,10009.0,False
954,,1109621-DCA,Business,3/31/21,EAST 105TH STREET PARKING LLC,,156,E 105TH ST,,NEW YORK,NY,10029.0,2125347019,Manhattan,1.0,156 east 105th street,10029.0,False
955,,2003723-DCA,Business,3/31/21,BK PARKING GROUP INC.,,4566,BROADWAY,,NEW YORK,NY,10040.0,917-327-7488,Manhattan,1.0,4566 broadway,10040.0,False
956,,1344945-DCA,Business,3/31/21,T & K PARKING INC.,,61,CHRYSTIE ST,,NEW YORK,NY,10002.0,9176569896,Manhattan,1.0,61 chrystie street,10002.0,False
957,,0693022-DCA,Business,3/31/11,ROPETMAR GARAGE INC.,CHELNIK PARKING CO,299,PEARL ST,,NEW YORK,NY,10038.0,2127511080,Manhattan,1.0,299 pearl street,10038.0,False
958,,2054343-DCA,Business,3/31/21,BELLTEL 365 PARKING LLC,,365,BRIDGE ST,,BROOKLYN,NY,11201.0,82-1130031,Brooklyn,3.0,365 bridge street,11201.0,False
959,,2006318-DCA,Business,3/31/21,STATUE PARKING LLC,,20,RIVER TER,,NEW YORK,NY,10282.0,2125710538,Manhattan,1.0,20 river terrace,10282.0,True
960,,1302958-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,554,W 174TH ST,,NEW YORK,NY,10033.0,2125025490,Manhattan,1.0,554 west 174th street,10033.0,True
961,,1460831-DCA,Business,3/31/15,ZAFIRO PARKING INC.,,1380,MLK JR BLVD,,BRONX,NY,10452.0,2127490125,Bronx,2.0,1380 mlk jr boulevardd,10452.0,False
962,,1033066-DCA,Business,3/31/11,PRIOR PARKING LLC,,40-50,W 61ST ST,,NEW YORK,NY,10023.0,2126869800,,,40-50 west 61st street,10023.0,False
963,,1340052-DCA,Business,3/31/21,NYULMC E GARAGE CORP.,,333,E 38TH ST,,NEW YORK,NY,10016.0,2127367171,Manhattan,1.0,333 east 38th street,10016.0,False
964,,1384440-DCA,Business,3/31/21,REX PARKING CORP.,,10,E 153RD ST,,BRONX,NY,10451.0,5166984240,Bronx,2.0,10 east 153rd street,10451.0,False
965,,0899744-DCA,Business,3/31/21,COSMOPOLITAN PARKING CORP.,SAA,34,E 21ST ST,,NEW YORK,NY,10010.0,2122493344,Manhattan,1.0,34 east 21st street,10010.0,False
966,,2059556-DCA,Business,3/31/21,IMPERIAL PARKING (US) LLC,,222,W 14TH ST,,NEW YORK,NY,10011.0,2129378660,Manhattan,1.0,222 west 14th street,10011.0,False
967,,1228861-DCA,Business,3/31/11,QUIK PARK 89TH ST. LLC,QUIK PARK INC.,207,W 88TH ST,,NEW YORK,NY,10024.0,2128322066,Manhattan,1.0,207 west 88th street,10024.0,False
968,,2064517-DCA,Business,3/31/21,158TH NY CORP,,85,E 158TH ST,,BRONX,NY,10451.0,7189938026,Bronx,2.0,85 east 158th street,10451.0,False
969,,1100843-DCA,Business,3/31/21,LIVINGSTON STREET PARKING LLC,,111,LIVINGSTON ST,,BROOKLYN,NY,11201.0,212-686-9800,Brooklyn,3.0,111 livingston street,11201.0,True
970,,1351762-DCA,Business,7/13/10,STANDARD PARKING CORPORATION,,10440,QUEENS BLVD,,FOREST HILLS,NY,11375.0,7188971220,Queens,4.0,10440 queens boulevardd,11375.0,False
971,,2068641-DCA,Business,3/31/21,ENC PARKING CORPORATION,,69,5TH AVE,,NEW YORK,NY,10003.0,9173251969,Manhattan,1.0,69 5th avenue,10003.0,False
972,,1471717-DCA,Business,12/15/14,TOREN PARKING LLC,,255,FLATBUSH AVENUE EXT,,BROOKLYN,NY,11201.0,9177493600,,,255 flatbush avenuenue ext,11201.0,False
973,,2041301-DCA,Business,7/6/18,WEST VILLAGE GARAGE CORP,,125,PERRY ST,,NEW YORK,NY,10014.0,212-262-4771,Manhattan,1.0,125 perry street,10014.0,False
974,,1187112-DCA,Business,3/31/21,59 AND 5TH PARKING LLC,,767,5TH AVE,,NEW YORK,NY,10153.0,2126869800,Manhattan,1.0,767 5th avenue,10153.0,True
975,,1061198-DCA,Business,3/31/21,101 WEST END PARKING LLC,,101,W END AVE,,NEW YORK,NY,10023.0,2126869800,Manhattan,1.0,101 west end avenue,10023.0,True
976,,2036651-DCA,Business,3/31/17,IMPARK210CPS LLC,,210,CENTRAL PARK S,,NEW YORK,NY,10019.0,212-937-8660,Manhattan,1.0,210 central park s,10019.0,False
977,,1381087-DCA,Business,3/31/13,PEAK TIME PARKING INC.,,1231,EDWARD L GRANT HWY,,BRONX,NY,10452.0,7182204580,Bronx,2.0,1231 edward l grant highway,10452.0,False
978,,1385873-DCA,Business,3/31/13,KC ONE PARK CORP.,,330,3RD AVE,,NEW YORK,NY,10010.0,7182850102,Manhattan,1.0,330 3rd avenue,10010.0,True
979,,1275065-DCA,Business,3/31/13,FASHION 35 PARKING LLC,,1328,BROADWAY,,NEW YORK,NY,10001.0,2126869800,Manhattan,1.0,1328 broadway,10001.0,False
980,,1461250-DCA,Business,3/31/21,"IMPERIAL PARKING (U.S.), LLC",IMPARK,89-35,162 STREET,,JAMAICA,NY,11432.0,2129378660,,,89-35 162 streetreet,11432.0,False
981,,1187738-DCA,Business,3/31/17,REYER PARKING CORP.,,257,E 187TH ST,,BRONX,NY,10458.0,2125416050,Bronx,2.0,257 east 187th street,10458.0,False
982,,1468256-DCA,Business,2/14/19,1745 BROADWAY PARKING MANAGEMENT CORP.,,1745,BROADWAY,,NEW YORK,NY,10019.0,2127367171,Manhattan,1.0,1745 broadway,10019.0,False
983,,0697253-DCA,Business,3/31/11,DIRECT PARKING LLC,DIRECT PARKING LLC,51,W 56TH ST,,NEW YORK,NY,10019.0,2126869800,Manhattan,1.0,51 west 56th street,10019.0,False
984,,1461184-DCA,Business,3/31/19,"IMPERIAL PARKING (U.S.), LLC",,9330,HORACE HARDING EXPRESSWAY,,QUEENS,NY,11374.0,2129378660,Queens,4.0,9330 horace harding expressway,11374.0,False
